"Business Objects for: "	Lead and Opportunity Management
"UML Type"	"Business Object"	"Supertype"	"Attribute"	"Description"	"Data Type"
Attribute	System	""	SystemType	""	String
Class	SystemService	""	""	"A function/feature of system."	""
Class	SystemService	Service	""	"An exposed function (an externalized functionality) that is able to deliver a certain value/benefit (a proposed definition adapted from Archimate).. . A unit of functionality that a system exposes to its environment, while hiding internal operations, which provides a certain value (monetary or otherwise). . . . Comment:. . A Service is something that is done by an actor for the benefit of an actor in the environment.. . A system is the broad sense of the word. Means Business Service, Application Service, Technology Service, "huppeldepup" Service.  . . . Characteristics of a service:. . A system (The Service Domain). Functionality is exposed (Action Term). It provides a certain value (monetary or otherwise) . . . Exposing functionality means that the internals of realizing the service is hidden for the beneficiary of the Service..  . . . In BIAN a "Service Operation" is visualized as a "Business Service" , the "System" refers to the  "Service Domain"  . . The name of a Service Operation is composed of an "Action Term" + "Subject Matter" which is the "Control Record" or the "Behaviour Qualifier".. . . Service is the intangible equivalent of a good. (ISO20022). . . A type of economic activity that is intangible, is not stored and does not result in ownership; a service is consumed at the point of sale (FIBO & Business Dictionary)"	""
Class	InformationService	""	""	"Service that consists of providing information "	""
Attribute	InformationService	""	InformationServiceMode	"The way the Information Service is provided. . This has several dimensions that are not elaborated furthere.g. push, pull, request/replye.g. instance, file"	String
Attribute	InformationService	""	InformationServiceContent	"The type of information that is provided by the information service"	String
Attribute	InformationService	""	InformationServiceType	"The type of information service (e.g. a regular feed, periodic report)"	String
Attribute	InformationService	""	InformationServiceDescription	""	String
Attribute	InformationService	""	InformationServiceDateTime	""	String
Class	InformationService	SystemService	""	"A function/feature of system."	""
Class	User	""	""	"a party or a system in the role of user of the services of systems"	""
Attribute	User	""	UserID	"Identification of a system user."	String
Class	MarketInformationSwitch	""	""	"System that enables user access to market data from multiple sources"	""
Class	MarketInformationSwitch	System	""	"Set of integrated applications that provides centralised services such as clearing, netting, reconciliation, trading and/or settlement. (ISO20022)"	""
Class	MarketInformationSwitchSessionServiceSource	""	""	"The source of the information offered in Market Information Switch Session Service"	""
Class	MarketInformationSwitchService	""	""	"Service of a Market Information Switch. . delivery of information, hence an "information service""	""
Class	MarketInformationSwitchService	InformationService	""	"Service that consists of providing information "	""
Class	Party	""	""	"A party represents an autonomous entity in which a bank has a business interest. It has a legal definition and identity. A party is a Person, Organization, (a proposed definition for BIAN BOM adapted from BIAN Party Working Group) . . - Entity involved in an activity. (ISO20022)"	""
Attribute	Party	""	PartyName	"Name by which a party is known and which is usually used to identify that party. (ISO20022)"	Name
Attribute	Party	""	PartyType	"Specifies the type of party in different business contexts. (ISO20022)"	String
Attribute	Party	""	PartyDateTime	""	String
Attribute	Party	""	PartyIdentification	""	PartyIdentification
Class	SystemServiceAccessProfile	""	""	"A grouping of system services in view of access control. . systems provide services on objects. Access can be limited in both dimensions"	""
Class	UserAccessRight	""	""	"a right of a user to access a system"	""
Class	MarketInformationServiceSource	""	""	"Information source for a market information switch service;. . As we "think service", this is an information service of another system. This information can be either from a source internal to the Bank, or external. In the latter case, an "Information Provider" system will ensure the link with the external partner and pass the information on to the Market Information Switch "	""
Attribute	MarketInformationServiceSource	""	MarketInformationSourceProvenance	"Indication of the source of information. . internal, external"	String
Class	MarketInformationSwitchSession	""	""	"A session of a Market Data Switch System"	""
Attribute	MarketInformationSwitchSession	""	MarketInformationSwitchContent	"Content provided by a market information switch session. "	String
Attribute	MarketInformationSwitchSession	""	MarketInformationSwitchSessionUser	"User performing the Market Information Switch Session"	String
Attribute	MarketInformationSwitchSession	""	MarketInformationSwitchSessionServiceProfile	"Reference to the ServiceProfile used in the session"	String
Class	MarketInformationSwitchSession	Session	""	"The operation of a system -- typically an automated system -- for a bounded period of time.. . Semi-permanent container of state for an information exchange with a system.. . Time-bounded, temporal unit of context and continuity, identifying a unit of work.. "	""
Class	MarketInformationSwitchServiceProfile	""	""	"a grouping of InformtionServices offered by a market data switch"	""
Class	MarketInformationSwitchServiceProfile	SystemServiceAccessProfile	""	"A grouping of system services in view of access control. . systems provide services on objects. Access can be limited in both dimensions"	""
Class	Session	""	""	"The operation of a system -- typically an automated system -- for a bounded period of time.. . Semi-permanent container of state for an information exchange with a system.. . Time-bounded, temporal unit of context and continuity, identifying a unit of work.. "	""
Attribute	Session	""	SessionDuration	"The time the session was active"	Duration
Attribute	Session	""	SessionDateTime	"Key dates and times for the session"	DateTime
Attribute	Session	""	SessionStatus	""	Status
Attribute	Session	""	SessionType	"Specifies the classification of session like Customer Contact Session, Channel Operating Session, Device Operating Session, etc."	SessionType
Attribute	Session	""	SessionScheduel	""	Schedule
Class	MarketInformationSwitchSessionService	""	""	"Service accesses during a market information switch session."	""
Class	InformationServiceInstance	""	""	"Execution of an InformationService"	""
Attribute	InformationServiceInstance	""	InformationServiceInstanceAttribute	""	String
Attribute	InformationServiceInstance	""	InformationServiceInstanceContent	"Content delivered by the information service instance"	String
Class	InformationServiceInstance	SystemServiceInstance	""	"Execution of a system service"	""
Class	SystemServiceInstance	""	""	"Execution of a system service"	""
Class	CollateralAssetArrangement	""	""	"An arrangement within an agreement where an Asset is provided as security for a payment or repayment of an obligation. (BIAN). "	""
Attribute	CollateralAssetArrangement	""	CollateralPledgedDate	"Date when the asset was provided as collateral"	String
Attribute	CollateralAssetArrangement	""	CollateralType	"Classification of the collateral according to a collateral mechanism classification hierarchy.. Examples: mortgage, blocked deposit, a blocked securities portfolio, pawn, etc."	String
Attribute	CollateralAssetArrangement	""	CollateralValuePledged	"A Value amount that is pledged to secure the payments or repayments."	String
Attribute	CollateralAssetArrangement	""	CollateralAmount	"Value of the collateral as an amount. (ISO20022)"	String
Class	CollateralAssetArrangement	LoanArrangement	""	"An arrangement defining the applicable features for a loan account agreement. . "	""
Class	CollateralAssetArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	CollateralAssetArrangement	CollateralArrangement	""	"An arrangement within the collateral agreement"	""
Class	CollateralAsset	""	""	"Asset provided by a debtor as security for a payment or repayment of an obligation.. . . Financial collateral is an asset provided by a borrower to a lender.. . The term collateral refers to an asset that a lender accepts as security for a loan. https://www.investopedia.com/terms/c/collateral.asp"	""
Attribute	CollateralAsset	""	CollateralItemIdentifier	""	String
Attribute	CollateralAsset	""	CollateralItemType	""	String
Attribute	CollateralAsset	""	CollateralItemValuation	""	String
Class	CollateralAsset	Asset	""	"An object classified as something of value.. It is some tangible or intangible thing that the bank has ownership and/or influence over and has one or more inherent uses or purposes that create commercial value. Comment. BIAN has defined the likely assets found in any bank and uses this approach to isolate the specific types of asset that are acted on by the ServiceDomains. The role or purpose of each and every ServiceDomain is to apply its specific functional pattern to instances of one type of asset.. Is the tangible or intangible item that can have associated 'replacement' value/worth and purpose/use for which the bank has ownership or some level of control. It is exploited/leveraged in the execution of business through the application of some business behavior/control as effected by a ServiceDomain. Some asset types are obvious - for example a machine or building, some are intangible but easily identified such as knowhow, knowledge, relationships, reputation. Some are less obvious - most common is the 'capacity to perform' type which applies to many BIAN Service Domains. For example in the case of product fulfillment and support activities like party authentication the asset is the bank's possession of the capacity to perform these activities - the combination of the people/processes/systems to execute if you will.... . . "	""
Class	Asset	""	""	"An object classified as something of value.. It is some tangible or intangible thing that the bank has ownership and/or influence over and has one or more inherent uses or purposes that create commercial value. Comment. BIAN has defined the likely assets found in any bank and uses this approach to isolate the specific types of asset that are acted on by the ServiceDomains. The role or purpose of each and every ServiceDomain is to apply its specific functional pattern to instances of one type of asset.. Is the tangible or intangible item that can have associated 'replacement' value/worth and purpose/use for which the bank has ownership or some level of control. It is exploited/leveraged in the execution of business through the application of some business behavior/control as effected by a ServiceDomain. Some asset types are obvious - for example a machine or building, some are intangible but easily identified such as knowhow, knowledge, relationships, reputation. Some are less obvious - most common is the 'capacity to perform' type which applies to many BIAN Service Domains. For example in the case of product fulfillment and support activities like party authentication the asset is the bank's possession of the capacity to perform these activities - the combination of the people/processes/systems to execute if you will.... . . "	""
Attribute	Asset	""	AssetProperties	"Describing elements expressing valuation of the object classified as something that has value. "	String
Attribute	Asset	""	AssetTitle	""	String
Attribute	Asset	""	AssetIdentification	"An identifier that allows to uniquely refer to an instance of an Asset.. "	String
Attribute	Asset	""	AssetType	"classification of an asset according to a specific Asset classification hierarchy"	String
Attribute	Asset	""	AssetDescription	""	String
Attribute	Asset	""	AssetStatus	""	String
Class	AssetType	""	""	"A functional Classification Hierarchy that distinguishes between objects of value according to some criteria.. Comment: BIAN Has developed a classification hierarchy, but also other authorities have defined classification hierarchies."	""
Class	Location	""	""	"The definition of an addressable space/position both in real and virtual environments with associated uses and entitlements"	""
Attribute	Location	""	LocationDescription	"A description of the property, particularly if it has landmark characteristics."	String
Attribute	Location	""	LocationDateTime	"Key dates associated with the directory entry (e.g. open date, refresh date)."	String
Attribute	Location	""	LocationStatus	"The tracked status (e.g. under construction or repair, inhabited, vacant)."	String
Attribute	Location	""	LocationType	"Type of location (e.g. building, point of interest, virtual location/device)."	String
Attribute	Location	""	LocationZoningType	"The planning or zoning status (e.g. residential, commercial, industrial)."	String
Attribute	Location	""	LocationNeighborhoodType	"The general purpose and neighborhood of the property  (e.g. residential, industrial, commercial)."	String
Attribute	Location	""	LocationConstructionType	"The construction approach for a property at the location (e.g. era and architecture as might be used in valuation)."	String
Attribute	Location	""	LocationOccupancyType	"The type of occupancy (e.g. residency, business, retail, entertainment)."	String
Attribute	Location	""	LocationValue	"The estimated (book) value of the property at the location - rental and purchase as appropriate."	String
Attribute	Location	""	LocationCapacity	"An indication of the size or scale of the property where appropriate (e.g. 4 bedroom, 600 seat auditorium, 40 cover restaurant)."	String
Attribute	Location	""	LocationIdentification	""	String
Attribute	Location	""	LocationAddress	""	LocationAddress
Class	Object	""	""	"A tangible or intangible thing that exist in reality.. . examples:. a specific house, a specific golden ring, a patent, a brand, etc. . "	""
Attribute	Object	""	ObjectProperties	""	String
Attribute	Object	""	ObjectDescription	""	String
Class	ObjectLocationClass	""	""	"A value of Location Type expressing the place where an object can be found."	""
Class	ObjectLocationClass	LocationType	""	"A Classification Hierarchy that distinguishes between locations according to specified viewpoint.. Typical viewpoints are. ·    geographical areas. ·    political areas - countries, cities, .... ·    economical areas . ·    business purposes such as sales areas. ·    juridical areas. ·    monetary areas. ·    .... Often the location is used as an address to refer to the position of something. In this case Location Type can also be viewed from the perspective of "address type" such as Postal Address, or GPS-coordinates, etc."	""
Class	JurisdictionAreaClass	""	""	"A value of Location Type expressing that a location is an area where a legal authority has Jurisdiction."	""
Class	JurisdictionAreaClass	LocationType	""	"A Classification Hierarchy that distinguishes between locations according to specified viewpoint.. Typical viewpoints are. ·    geographical areas. ·    political areas - countries, cities, .... ·    economical areas . ·    business purposes such as sales areas. ·    juridical areas. ·    monetary areas. ·    .... Often the location is used as an address to refer to the position of something. In this case Location Type can also be viewed from the perspective of "address type" such as Postal Address, or GPS-coordinates, etc."	""
Class	Document	""	""	"Something tangible that records something, such as a recording or a photograph, or a writing that can be used to furnish evidence or information (FIBO). . Definition: A physical or digital representation of something meaningful to the audience.. . Comment: . 1.Technical: Manuals, instructions, tutorials, procedures, specifications, etc., that accompany a piece of equipment or software, and provide guidance for its proper use and maintenance.. 2.Trading: Preparation of a set of commercial and financial documents that record or support a business transaction. International trade documentations include air waybill, bill of exchange, bill of lading, certificate of inspection, certificate of insurance, certificate of origin, commercial invoice, and consular invoice.. . . Read more: http://www.businessdictionary.com/definition/documentation.html#ixzz3EQGRGC4W. "	""
Attribute	Document	""	DocumentIdentifer	"An identifier that allows to uniquely refer to an instance of a Document."	String
Attribute	Document	""	DocumentVersion	""	String
Attribute	Document	""	DocumentType	"Specifies the type of the document, for example commercial invoice. (ISO20022)"	String
Attribute	Document	""	DocumentStatus	"Status of the document (e.g. delivered, paid, etc.). ISO20022"	String
Attribute	Document	""	DocumentDateTime	""	String
Attribute	Document	""	DocumentName	""	String
Attribute	Document	""	DocumentDateTimeType	""	String
Attribute	Document	""	DocumentPurpose	"Specifies the function of the document. (ISO20022)"	String
Attribute	Document	""	DocumentFormat	""	String
Attribute	Document	""	DocumentSubject	""	String
Attribute	Document	""	DocumentDescription	""	String
Class	LocationType	""	""	"A Classification Hierarchy that distinguishes between locations according to specified viewpoint.. Typical viewpoints are. ·    geographical areas. ·    political areas - countries, cities, .... ·    economical areas . ·    business purposes such as sales areas. ·    juridical areas. ·    monetary areas. ·    .... Often the location is used as an address to refer to the position of something. In this case Location Type can also be viewed from the perspective of "address type" such as Postal Address, or GPS-coordinates, etc."	""
Class	ObjectLocationRelationship	""	""	"A specific relationship between a specific object and a specific Location.. Each Object Relationship expresses the type of relationship such as "is Located", "is jurisdiction for" etc."	""
Class	PartyRoleType	""	""	"A Classification Hierarchy that distinguishes between Party Roles according to the associated object type.. . Associated object types are for example location (PartyLocation), agreement (Agreement Involvement) , Product (Product Involvement); etc."	""
Class	ObjectPartyRoleClass	""	""	"A value of PartyRoleType expressing the relationship between a party and an associated object type.. "	""
Class	ObjectPartyRoleClass	PartyRoleType	""	"A Classification Hierarchy that distinguishes between Party Roles according to the associated object type.. . Associated object types are for example location (PartyLocation), agreement (Agreement Involvement) , Product (Product Involvement); etc."	""
Class	PartyRole	""	""	"A specific role of a specific Party in the specific relationship.  "	""
Attribute	PartyRole	""	PartyRoleType	""	String
Attribute	PartyRole	""	PartyRoleName	""	String
Attribute	PartyRole	""	PartyRoleValidityPeriod	""	String
Attribute	PartyRole	""	PartyInvolvementType	""	String
Class	ObjecInvolvementLegalType	""	""	"A Classification Hierarchy that distinguishes between Object Party Roles according to legal relationship between a party and the object.. . "	""
Class	ObjecInvolvementLegalType	ObjectPartyRoleClass	""	"A value of PartyRoleType expressing the relationship between a party and an associated object type.. "	""
Class	CustodianClass	""	""	"A value of ObjectInvolvementLegalType expressing that the party is custodian of an object."	""
Class	CustodianClass	ObjecInvolvementLegalType	""	"A Classification Hierarchy that distinguishes between Object Party Roles according to legal relationship between a party and the object.. . "	""
Class	DocumentType	""	""	"A Classification Hierarchy that distinguishes between Documents according to the nature of the Information represented."	""
Class	Party	""	""	"A party represents an autonomous entity in which a bank has a business interest. It has a legal definition and identity. A party is a Person, Organization, (a proposed definition for BIAN BOM adapted from BIAN Party Working Group) . . - Entity involved in an activity. (ISO20022)"	""
Attribute	Party	""	PartyName	"Name by which a party is known and which is usually used to identify that party. (ISO20022)"	Name
Attribute	Party	""	PartyType	"Specifies the type of party in different business contexts. (ISO20022)"	String
Attribute	Party	""	PartyDateTime	""	String
Attribute	Party	""	PartyIdentification	""	PartyIdentification
Class	ObjectOwnerClass	""	""	"A value of ObjectInvolvementLegalType expressing that the party has legal ownership of an object."	""
Class	ObjectOwnerClass	ObjecInvolvementLegalType	""	"A Classification Hierarchy that distinguishes between Object Party Roles according to legal relationship between a party and the object.. . "	""
Class	InsurerClass	""	""	"A value of ObjectInvolvementLegalType expressing that the party is Insurer of an object."	""
Class	InsurerClass	ObjecInvolvementLegalType	""	"A Classification Hierarchy that distinguishes between Object Party Roles according to legal relationship between a party and the object.. . "	""
Class	CollateralAgreement	""	""	"An Agreement between two trading parties whereby one or more Assets are provided by a debtor as security for a payment or repayment of one or more obligations. (BIAN). . Comment: The subject matter of the agreement is "securing payment". The most important arrangements are the collateral arrangements. But in the agreement are also price arrangements, period arrangements, fulfillment arrangements etc. agreed."	""
Attribute	CollateralAgreement	""	CollateralAgreementIdentifier	"An identifier that allows to uniquely refer to an instance of a Collateral Agreement.. "	String
Attribute	CollateralAgreement	""	CollateralAgreementRegistrationReference	"External identifier assigned by a collateral registration authority to refer to the registration of the collateral agreement."	String
Class	CollateralAgreement	Agreement	""	"A formal or informal common understanding between two or more (legal competent) parties concerning one or more subject matters expressed in a set of arrangements, terms and conditions. (adapted from Legal System and FIBO) "	""
Class	TitleClass	""	""	"A value of DocumentType expressing that the Document is a Title"	""
Class	TitleClass	DocumentType	""	"A Classification Hierarchy that distinguishes between Documents according to the nature of the Information represented."	""
Class	ObjectMaintenance	""	""	"An action for the purpose of maintaining the value of an object."	""
Attribute	ObjectMaintenance	""	MaintenanceIdentifier	"An identifier that allows to uniquely refer to an instance of a maintenance on the object.. "	String
Attribute	ObjectMaintenance	""	MaintenanceRecord	"Record of the maintenance done."	String
Attribute	ObjectMaintenance	""	MaintenanceType	"reference to the type of maintenance related to the object.. . This can be object maintenance, but also insurance maintenance, or security mitigations, etc."	String
Attribute	ObjectMaintenance	""	MaintenanceServiceReference	"External identifier assigned by a maintenance service provider to refer to an instance of Maintenance."	String
Class	InsuranceAgreement	""	""	"An Agreement between an insurer and a customer to insure a risk object against some risk."	""
Attribute	InsuranceAgreement	""	InsuranceAgreementIdentifier	"An identifier that allows to uniquely refer to an instance of an Insurance Agreement."	String
Class	MaintenanceScheduleArrangement	""	""	"A schedule arranged in the collateral agreement to ensure maintenance the collateral item so that the value of the collateral item is maintained."	""
Attribute	MaintenanceScheduleArrangement	""	MaintenanceSchedule	"A schedule arranged in the collateral agreement to ensure maintenance the collateral item so that the value of the collateral item is maintained."	String
Class	ValuationScheduleArrangement	""	""	"A schedule arranged in the collateral agreement to ensure maintenance the collateral item so that the value of the collateral item is maintained."	""
Attribute	ValuationScheduleArrangement	""	ValuationSchedule	"A schedule arranged in the collateral agreement to ensure maintenance the collateral item so that the value of the collateral item is maintained."	String
Class	ShareClass	""	""	"A value of DocumentType expressing that the Document is a Share"	""
Class	ShareClass	DocumentType	""	"A Classification Hierarchy that distinguishes between Documents according to the nature of the Information represented."	""
Class	ObjectInsuranceArrangement	""	""	"An arrangement within an agreement where an Asset is insured against loss caused by certain types of risk. (BIAN). . "	""
Class	ContractClass	""	""	"A value of DocumentType expressing that the Document is a Contract"	""
Class	ContractClass	DocumentType	""	"A Classification Hierarchy that distinguishes between Documents according to the nature of the Information represented."	""
Class	AssetValuation	""	""	"The result of a valuation of some aspect of an Asset. "	""
Attribute	AssetValuation	""	AssetValue	"A value of some value aspect of an Asset. "	String
Attribute	AssetValuation	""	AssetValueType	"reference to the type of value expressed in the valuation.. this can be ratio, qualifier, amounts, etc."	String
Attribute	AssetValuation	""	AssetValuationType	"reference to the type of valuation resulting in the Asset Value"	String
Attribute	AssetValuation	""	AssetValuationDate	"Valuation date of the collateral (ISO20022)"	String
Attribute	AssetValuation	""	AssetValuationServiceReference	"External identifier assigned by an asset valuation service provider to refer to an instance of Asset Valuation "	String
Attribute	AssetValuation	""	AssetValuationRate	""	String
Attribute	AssetValuation	""	AssetValuationStatus	""	String
Class	AssetValuation	Assessment	""	"the rating/certification derived as result of an applied test assessment of an entity using specific testing criteria"	""
Class	InsuredObject	""	""	"An Object being an insured object within an insurance agreement.. "	""
Class	CertificateClass	""	""	"A value of DocumentType expressing that the Document is a Certificate"	""
Class	CertificateClass	DocumentType	""	"A Classification Hierarchy that distinguishes between Documents according to the nature of the Information represented."	""
Class	AdministrativePlan	""	""	"The plan that defines clerical support for an operational unit/function of an enterprise. (BIAN Service Landscape -Generic Artifact)"	""
Attribute	AdministrativePlan	""	PlanBudget	"An estimate of costs, revenues, and resources  over a specified period which is defined for an Administrative Plan"	String
Attribute	AdministrativePlan	""	PlanInvolvement	"A specific party who plays a specific role in an Administrative Plan"	String
Attribute	AdministrativePlan	""	PlanDateTime	""	String
Class	AdministrativePlan	Plan	""	"A method for doing or achieving something, usually involving a series of actions or stages, or something you have arranged to do. (Cambridge Dictionary). . A plan is a set of intended actions, through which one intends to achieve a goal.. . "Course of action" is a synonym for Plan. "	""
Class	CollateralAssetAdministrativePlan	""	""	"An administrative plan derived from the arrangements in one or more collateral agreements."	""
Class	CollateralAssetAdministrativePlan	AdministrativePlan	""	"The plan that defines clerical support for an operational unit/function of an enterprise. (BIAN Service Landscape -Generic Artifact)"	""
Class	Test	""	""	"A measure taken  to check the quality, performance, or reliability of (something), especially before putting it into widespread use or practice. . Tests are a collection of one or more tests evaluations that can be made to certify a subject. (Behavior Qualifier Type)"	""
Attribute	Test	""	TestResult	""	String
Attribute	Test	""	TestGuidance	""	String
Attribute	Test	""	TestType	""	String
Attribute	Test	""	TestDescription	""	String
Class	Assessment	""	""	"the rating/certification derived as result of an applied test assessment of an entity using specific testing criteria"	""
Attribute	Assessment	""	AssessmentType	""	String
Attribute	Assessment	""	AssessmentMethod	""	String
Attribute	Assessment	""	AssessmentSchedule	""	String
Attribute	Assessment	""	AssessmentDescription	""	String
Attribute	Assessment	""	AssessmentModel	""	String
Attribute	Assessment	""	AssessmentDateTime	""	String
Attribute	Assessment	""	AssessmentResult	""	String
Attribute	Assessment	""	AssessmentSupportingDocument	"Document that provides background or corroborating information regarding an assessment(s)."	String
Attribute	Assessment	""	AssessmentRepresentingDocument	"Document that represents the result of an assessment(s)."	String
Attribute	Assessment	""	AssessmentRequiredAdjustment	"Change that the assessment reveals is needed."	String
Attribute	Assessment	""	AssessmentRequirement	""	String
Attribute	Assessment	""	AssessmentExpiryDate	"Date when the assessment expires. (ISO20022)"	String
Class	CustomerRelationship	""	""	"A specific relationship between a specific Bank (= party acting as a supplier of banking services) and one or more other involved parties acting as (potential) consumers of banking services as agreed in one or more banking product or service offerings and/or agreements."	""
Class	CustomerRelationship	BankingRelationship	""	"A specific Relationship (= an instance of a Relationship Class) between a specific party acting as the Bank and one or more other specific involved Parties.. A Relationship is a logical unit of collaboration between two or more involved Parties."	""
Class	CustomerRelationship	PartyRelationship	""	"A relationship between two or more parties; the parties involved are specified in terms of the roles they play in the relationship.. . A Party Relationship is a connection between an instance of a Party and two or more instances of associated objects in the relationship."	""
Class	ProductMatching	""	""	"An evaluation for matching products to a customer. . . An evaluation for mapping of available products (and product combinations) to a customer based on conditions like customer type/characteristics, the context for the request and desired product/service features. "	""
Attribute	ProductMatching	""	ProductMatchingContext	"e.g. solicitation, cross/up-sell, retention, relationship review"	String
Attribute	ProductMatching	""	ProductMatchingAuthorizationCode	"A code which is used when the match requires authorization. "	String
Class	ProductMatching	Assessment	""	"the rating/certification derived as result of an applied test assessment of an entity using specific testing criteria"	""
Class	CustomerInsight	""	""	"An interpretation/observation on the customer's behaviour. "	""
Attribute	CustomerInsight	""	CustomerInsightType	""	String
Attribute	CustomerInsight	""	CustomerInsightAlgorithm	""	String
Attribute	CustomerInsight	""	CustomerInsightValue	""	String
Attribute	CustomerInsight	""	CustomerInsightCalculationDate	""	String
Attribute	CustomerInsight	""	CustomerInsightDescription	""	String
Class	BankingProduct	""	""	"A package of services and goods, accompanied by term and condition which is offered as a whole to (internal or external) customers."	""
Attribute	BankingProduct	""	ProductIdentification	"The identifier of product e.g. ISIN Code."	ProductIdentification
Attribute	BankingProduct	""	ProductType	"Specifies the category/type/class of product like financial product. Product can be categorized according to different perspectives.  "	BankingProductType
Attribute	BankingProduct	""	ProductLifecycleStatus	"Refers to the lifecycle of a product (e.g., initiated, announced, active, obsolete, withdrawn)."	ProductLifecycleStatus
Attribute	BankingProduct	""	ProductPriority	""	String
Attribute	BankingProduct	""	ProductDescription	"A detailed explanation or commentary of product."	String
Attribute	BankingProduct	""	ProductVersion	""	String
Class	BankingProduct	FinancialInstrument	""	"A contract that gives rise to a financial asset of one entity and a financial liability or equity instrument of another entity. (IFRS). https://www.iasplus.com/en/standards/ias/ias32#:~:text=Key%20definitions%20%5BIAS%2032.11%5D,equity%20instrument%20of%20another%20entity. . Financial instruments are financial contracts of different nature made between institutional units. These comprise the full range of financial claims and liabilities between institutional units, including contingent liabilities like guarantees, commitments, etc. (ISO 10962). "	""
Class	ProductFeature	""	""	"A detailed characteristic of a product expressed in offered services and the terms and conditions applicable to the delivery of the services."	""
Attribute	ProductFeature	""	ProductFeatureType	"The type or category of product/service features"	ProductFeatureType
Attribute	ProductFeature	""	ProductFeatureSpecification	""	String
Class	ProductTermAndCondition	""	""	"Terms and Conditions applicable to an instance of a Banking Product or Service"	""
Attribute	ProductTermAndCondition	""	ProductTermAndConditionType	""	ProductTermAndConditionType
Class	ProductTermAndCondition	ProductFeature	""	"A detailed characteristic of a product expressed in offered services and the terms and conditions applicable to the delivery of the services."	""
Class	Party	""	""	"A party represents an autonomous entity in which a bank has a business interest. It has a legal definition and identity. A party is a Person, Organization, (a proposed definition for BIAN BOM adapted from BIAN Party Working Group) . . - Entity involved in an activity. (ISO20022)"	""
Attribute	Party	""	PartyName	"Name by which a party is known and which is usually used to identify that party. (ISO20022)"	Name
Attribute	Party	""	PartyType	"Specifies the type of party in different business contexts. (ISO20022)"	String
Attribute	Party	""	PartyDateTime	""	String
Attribute	Party	""	PartyIdentification	""	PartyIdentification
Class	PartyRole	""	""	"A specific role of a specific Party in the specific relationship.  "	""
Attribute	PartyRole	""	PartyRoleType	""	String
Attribute	PartyRole	""	PartyRoleName	""	String
Attribute	PartyRole	""	PartyRoleValidityPeriod	""	String
Attribute	PartyRole	""	PartyInvolvementType	""	String
Class	ProductMatchingCondition	""	""	"A condition that is used to match eligible product and product combinations to a customer . . Such as customer type, product interest, solicitation/retention, campaign alignment"	""
Class	ProductMatchingCondition	Condition	""	"Condition is a premise upon which the fulfillment of an agreement depends . . General and special arrangements, provisions, requirements, rules, specifications, and standards that form an integral part of an agreement or contract.. . Read more: http://www.businessdictionary.com/definition/terms-and-conditions.html. . "	""
Class	CustomerRelationshipInvolvement	""	""	"A specific role of a specific Party in the specific Customer Relationship."	""
Attribute	CustomerRelationshipInvolvement	""	CustomerRelationshipInvolvementType	"A Functional Classification Hierarchy that distinguishes between roles/responsibilities involved in the customer relationship like Customer, Supplier/Bank, the relationship manager. "	String
Class	CustomerRelationshipInvolvement	PartyRole	""	"A specific role of a specific Party in the specific relationship.  "	""
Class	ProductService	""	""	"A service offered as a feature of a product."	""
Attribute	ProductService	""	ProductServiceType	""	String
Class	ProductService	ProductFeature	""	"A detailed characteristic of a product expressed in offered services and the terms and conditions applicable to the delivery of the services."	""
Class	ProductMatchingInstruction	""	""	"An instruction to match eligible product and product combinations to a customer . "	""
Class	ProductMatchingInstruction	Instruction	""	"A request to do something. "	""
Class	Instruction	""	""	"A request to do something. "	""
Attribute	Instruction	""	InstructionDueDate	""	Date
Attribute	Instruction	""	InstructionStatus	"A characteristic of instruction which refers to the LifecycleStatus of instruction (e.g., requested, executed, fulfilled, etc.); "	InstructionLifecycleStatus
Attribute	Instruction	""	ObligeeReference	""	String
Attribute	Instruction	""	ObligorReference	""	String
Attribute	Instruction	""	InstructionIdentifier	"An identifier that allows to uniquely refer to an instance of an Instruction.. "	Identifier
Attribute	Instruction	""	InstructionType	"Classification Value classifying the instruction according to the "type of action" to be applied to a subject matter.. . examples: payment instruction, withdrawal instruction, blocking instruction, accounting instruction, sending instruction, purchase instruction blocked deposit, a blocked securities portfolio, pawn, etc."	String
Attribute	Instruction	""	InstructionResult	""	String
Attribute	Instruction	""	InstructionDescription	""	String
Attribute	Instruction	""	InstructionLog	""	String
Attribute	Instruction	""	InstructionPurpose	""	String
Class	Condition	""	""	"Condition is a premise upon which the fulfillment of an agreement depends . . General and special arrangements, provisions, requirements, rules, specifications, and standards that form an integral part of an agreement or contract.. . Read more: http://www.businessdictionary.com/definition/terms-and-conditions.html. . "	""
Class	Condition	Feature	""	"a distinctive attribute or aspect of something."	""
Class	CustomerCampaign	""	""	"A campaign to target specific individuals (current customers) that have been matched to the specific product/service in focus. . . "	""
Attribute	CustomerCampaign	""	CustomerCampaignType	"The type or category of customer campaign (e.g. cross-sell, up-sell, retention)"	String
Class	CustomerCampaign	Campaign	""	"A series of organized actions which are done for one purpose.. . A systemic course of actions formulated to achieve defined objectives.. . campaign. BusinessDictionary.com. Retrieved August 23, 2018, from BusinessDictionary.com website: http://www.businessdictionary.com/definition/campaign.html"	""
