"Business Objects for: "	Fraud Diagnosis
"UML Type"	"Business Object"	"Supertype"	"Attribute"	"Description"	"Data Type"
Attribute	InterestArrangementFulfillmentEvent	""	InterestTaxAmount	""	String
Attribute	InterestArrangementFulfillmentEvent	""	InterestEventDueDate	"The date on which the interest has to be payed"	String
Attribute	InterestArrangementFulfillmentEvent	""	InterestEventDescription	"Description of the transaction, such as applied interest rate, Interest period ..."	String
Attribute	InterestArrangementFulfillmentEvent	""	InterestEventRateType	""	String
Class	InterestArrangementFulfillmentEvent	ArrangementFulfillmentEvent	""	"The fulfilment of the engagements (obligations/rights) taken in an arrangement"	""
Class	FeeArrangementFulfillmentEvent	""	""	"An even that triggers the fulfilment of a fee arrangement."	""
Attribute	FeeArrangementFulfillmentEvent	""	FeeAmount	"Amount of fee that is charged. . . Amount of money that results from the application of an adjustment (charges. fees, discount or allowance) to the amount due. (ISO20022)"	String
Attribute	FeeArrangementFulfillmentEvent	""	FeeDueDate	"Date on which the fee needs to be paid."	String
Attribute	FeeArrangementFulfillmentEvent	""	FeeEventDescription	"Information about the fee transaction, such as reason, period, applied formula... "	String
Class	FeeArrangementFulfillmentEvent	ArrangementFulfillmentEvent	""	"The fulfilment of the engagements (obligations/rights) taken in an arrangement"	""
Class	RepaymentModality	""	""	"The specification of the set of parameters used to calculate a repayment amount."	""
Attribute	RepaymentModality	""	RepaymentSchedule	"Timing modality for repayment."	String
Class	DisbursementInstruction	""	""	"Instruction to disburse an amount due by the lender according to the loan arrangements"	""
Attribute	DisbursementInstruction	""	DisbursementInstructionIdentification	""	String
Attribute	DisbursementInstruction	""	DisbursementValueDate	""	String
Attribute	DisbursementInstruction	""	DisbursementArrangementReference	"Reference to the disbursement arrangement that stipulates the conditions applicable for the request for disbursement."	String
Attribute	DisbursementInstruction	""	DisbursementEntitledPartyReference	"The party that is entitled to the disbursement, as agreed upon in the disbursement arrangement; Can be different from the party who receives the disbursement amount, e.g. in case contractor is payed directly by the bank."	String
Attribute	DisbursementInstruction	""	DisbursementInstructionAgreementReference	"Reference to the predict sales agreement a disbursement is requested for."	String
Class	DisbursementInstruction	MoneyTransferInstruction	""	"Instruction to execute a payment from a payer to a payee"	""
Class	DisbursementInstruction	PaymentInstruction	""	"Instruction to pay an amount of money to an ultimate beneficiary, on behalf of an originator. (ISO20022)"	""
Class	RepaymentArrangementFulfillmentEvent	""	""	"The fulfilment of a repayment arrangement.. "	""
Class	MoneyTransferInstruction	""	""	"Instruction to execute a payment from a payer to a payee"	""
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionType	"Classification of the Money Transfer Instruction according to the event that lead to the instruction. . e.g. withdrawal, interest disbursement, direct debit, card payment."	String
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionAmount	"Amount of money to be transferred."	String
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionAmountCurrency	"Currency in which the transfer amount is expressed."	String
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionPurpose	"The reason why the instruction is given. . can be reference to a lot of information, concerning e.g. a purchase, an arrangement fulfillment event, a billing period..."	String
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionRequestedMechanism	"The network to be used for the processing of the money transfer instruction as requested in the instruction.. e.g. instant SEPA?"	String
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionStatus	"The processing status of the instruction"	InstructionLifecycleStatus
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionChannelReference	"Reference to the contact channel that was used to give the money transfer instruction"	String
Class	MoneyTransferInstruction	FinancialInstruction	""	"An instruction to do something expressed in an amount of money."	""
Class	MoneyTransferInstruction	Instruction	""	"A request to do something. "	""
Class	WithdrawalInstruction	""	""	"The instruction concerning to take money from an account."	""
Attribute	WithdrawalInstruction	""	WithdrawalTargetReference	"Reference to how, by whom and in what "materialisation" the withdrawal is performed.. . e.g. as a bank cheque, in cash"	
Attribute	WithdrawalInstruction	""	WithdrawalType	"The type of withdrawal transaction that is applied to the account (e.g. customer withdrawal, internal service charge, disbursement). . . Type of the withdrawal. e.g. reservation, actual withdrawal ???"	
Attribute	WithdrawalInstruction	""	WithdrawalMessage	"Information about the purpose or other reference information accompanying the withdrawal."	
Attribute	WithdrawalInstruction	""	WithdrawalAmount	"The withdrawn amount"	
Attribute	WithdrawalInstruction	""	WithdrawalInstructionDate	"The Date(time) on which the withdrawal is initiated."	
Class	WithdrawalInstruction	FinancialInstruction	""	"An instruction to do something expressed in an amount of money."	""
Class	WithdrawalInstruction	MoneyTransferInstruction	""	"Instruction to execute a payment from a payer to a payee"	""
Class	WithdrawalInstruction	PaymentInstruction	""	"Instruction to pay an amount of money to an ultimate beneficiary, on behalf of an originator. (ISO20022)"	""
Class	MoneyTransferTransaction	""	""	"Transfer of money between two parties and/or accounts"	""
Attribute	MoneyTransferTransaction	""	MoneyTransferTransaction Amount	"The amount of money transferred from the source to the target."	Amount
Attribute	MoneyTransferTransaction	""	MoneyTransferTransactionCurrency	"The currency of the money transfer amount"	String
Attribute	MoneyTransferTransaction	""	MoneyTransferTransactionSourceAccount	"The account the money is transferred from."	String
Attribute	MoneyTransferTransaction	""	MoneyTransferTransactionTargetAccount	"The account the money is transferred to."	String
Attribute	MoneyTransferTransaction	""	MoneyTransferInstructionReference	""	String
Attribute	MoneyTransferTransaction	""	MoneyTransferUsedMethod	"The method used to transfer money; Can be a payment network but also something physical."	String
Attribute	MoneyTransferTransaction	""	MoneyTransferValueDate	"The date on which the money is considerd to have left/have arrived become active can be used /strats to starts is considerd to be "	String
Class	MoneyTransferTransaction	FinancialTransaction	""	"A transaction that changes the financial position (the status of the finances) of involved party.. "	""
Class	MoneyTransferTransaction	Transaction	""	"A planned or performed action in the context of concluding or fulfilling an agreement. . . Act to do something."	""
Class	Arrangement	""	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Attribute	Arrangement	""	ActionType	""	ActionType
Attribute	Arrangement	""	ArrangementStartDate	""	DateTime
Attribute	Arrangement	""	ArrangementEndDate	""	DateTime
Attribute	Arrangement	""	ArrangementStatus	"A characteristic of arrangement which refers to the LifecycleStatus of arrangement (e.g., requested, proposed, offered, accepted, cancelled, terminated, fulfilled, etc.)"	ArrangementLifecycleStatus
Class	RepaymentInstruction	""	""	"An instruction by the Bank to the customer to of pay back money.. "	""
Class	RepaymentInstruction	MoneyTransferInstruction	""	"Instruction to execute a payment from a payer to a payee"	""
Class	DebtInstrument	""	""	"A Debt Instrument is a means someone can utilize to borrow  and return something according to specified terms and conditions.. . Comment: This something can be money, property, securities, rights, etc.. The terms and conditions includes details such as collateral, interest rate, schedule for interest payments, schedule for capital repayments, timeframe to maturity etc.. . What is the difference between debt instruments and equity instruments?. . Debt instruments are assets that require a fixed payment to the holder, usually with interest. Examples of debt instruments include bonds (government or corporate) and mortgages.. Equity instruments allow a company to raise money without incurring debt. This can include selling stock. When equity instruments are used, the holders give money in exchange for a portion of the company.. Debt holders usually charge businesses interest, while equity holders rely on stock appreciation or dividends for a return."	""
Attribute	DebtInstrument	""	DebtInstrumentType	""	String
Class	DebtInstrument	FinancialAsset	""	"A financial asset is an asset whose value comes from a contractual claim. These assets are frequently traded. . https://www.accountingtools.com/articles/2017/5/9/financial-asset"	""
Class	DebtInstrument	FinancialInstrument	""	"A contract that gives rise to a financial asset of one entity and a financial liability or equity instrument of another entity. (IFRS). https://www.iasplus.com/en/standards/ias/ias32#:~:text=Key%20definitions%20%5BIAS%2032.11%5D,equity%20instrument%20of%20another%20entity. . Financial instruments are financial contracts of different nature made between institutional units. These comprise the full range of financial claims and liabilities between institutional units, including contingent liabilities like guarantees, commitments, etc. (ISO 10962). "	""
Class	FinancialInstrument	""	""	"A contract that gives rise to a financial asset of one entity and a financial liability or equity instrument of another entity. (IFRS). https://www.iasplus.com/en/standards/ias/ias32#:~:text=Key%20definitions%20%5BIAS%2032.11%5D,equity%20instrument%20of%20another%20entity. . Financial instruments are financial contracts of different nature made between institutional units. These comprise the full range of financial claims and liabilities between institutional units, including contingent liabilities like guarantees, commitments, etc. (ISO 10962). "	""
Attribute	FinancialInstrument	""	FinancialInstrumentType	""	FinancialInstrumentIdentificationType
Attribute	FinancialInstrument	""	FinancialInstrumentIdentification	""	Identifier
Attribute	FinancialInstrument	""	FinancialInstrumentName	""	Name
Class	BankingProduct	""	""	"A package of services and goods, accompanied by term and condition which is offered as a whole to (internal or external) customers."	""
Attribute	BankingProduct	""	ProductIdentification	"The identifier of product e.g. ISIN Code."	ProductIdentification
Attribute	BankingProduct	""	ProductType	"Specifies the category/type/class of product like financial product. Product can be categorized according to different perspectives.  "	BankingProductType
Attribute	BankingProduct	""	ProductLifecycleStatus	"Refers to the lifecycle of a product (e.g., initiated, announced, active, obsolete, withdrawn)."	ProductLifecycleStatus
Attribute	BankingProduct	""	ProductPriority	""	String
Attribute	BankingProduct	""	ProductDescription	"A detailed explanation or commentary of product."	String
Attribute	BankingProduct	""	ProductVersion	""	String
Class	BankingProduct	FinancialInstrument	""	"A contract that gives rise to a financial asset of one entity and a financial liability or equity instrument of another entity. (IFRS). https://www.iasplus.com/en/standards/ias/ias32#:~:text=Key%20definitions%20%5BIAS%2032.11%5D,equity%20instrument%20of%20another%20entity. . Financial instruments are financial contracts of different nature made between institutional units. These comprise the full range of financial claims and liabilities between institutional units, including contingent liabilities like guarantees, commitments, etc. (ISO 10962). "	""
Class	Loan	""	""	"A type of credit vehicle in which a sum of money is lent to another party in exchange for future repayment of the value or principal amount.. https://www.investopedia.com/terms/l/loan.asp. . Loan vs Bond:. . Loan is a debt instrument where the lender is a financial institution and where the debt is not traded on the market. Bond is a debt that is traded on the bond market, the lender is not necessarily a financial institution , but one or more investors (a kind of crowd funding). "	""
Class	Loan	DebtInstrument	""	"A Debt Instrument is a means someone can utilize to borrow  and return something according to specified terms and conditions.. . Comment: This something can be money, property, securities, rights, etc.. The terms and conditions includes details such as collateral, interest rate, schedule for interest payments, schedule for capital repayments, timeframe to maturity etc.. . What is the difference between debt instruments and equity instruments?. . Debt instruments are assets that require a fixed payment to the holder, usually with interest. Examples of debt instruments include bonds (government or corporate) and mortgages.. Equity instruments allow a company to raise money without incurring debt. This can include selling stock. When equity instruments are used, the holders give money in exchange for a portion of the company.. Debt holders usually charge businesses interest, while equity holders rely on stock appreciation or dividends for a return."	""
Class	ProductFeature	""	""	"A detailed characteristic of a product expressed in offered services and the terms and conditions applicable to the delivery of the services."	""
Attribute	ProductFeature	""	ProductFeatureType	"The type or category of product/service features"	ProductFeatureType
Attribute	ProductFeature	""	ProductFeatureSpecification	""	String
Class	Agreement	""	""	"A formal or informal common understanding between two or more (legal competent) parties concerning one or more subject matters expressed in a set of arrangements, terms and conditions. (adapted from Legal System and FIBO) "	""
Attribute	Agreement	""	AgreementSignedDate	"Date on which the agreement was signed by all parties. (ISO20022)"	Date
Attribute	Agreement	""	AgreementType	"Specifies the category of agreement. Agreement type is very often referred to product. But, the term product does not cover all kinds of agreements. An Agreement can be subtyped from the perspective of various aspects of interest. One can classify the agreement from the perspective of format type (e.g., verbal agreement, written agreement). Other one can classify agreement based on duration like short-term agreement or long-term agreement."	AgreementType
Attribute	Agreement	""	AgreementValidityPeriod	"Period during which the agreement is valid. "	DateTimePeriod
Attribute	Agreement	""	AgreementVersion	""	String
Attribute	Agreement	""	AgreementStatus	"A characteristic of agreement which refers to the LifecycleStatus of agreement (e.g., potential, offered, confirmed, completed, signed, terminated)."	AgreementLifecycleStatus
Attribute	Agreement	""	AgreementSubjectMatter	""	String
Attribute	Agreement	""	AgreementIdentification	"The identifier of agreement like Agreement Number, Contract Number, Contract Registration Number, etc. "	Identifier
Attribute	Agreement	""	AgreementDate	"A characteristic of agreement which refers to 1) LifecycleDate of agreement (e.g., SignedDate, TerminatedDate, FulfilledDate) OR 2) ArrangedDate of agreement (e.g., StartingDate, EndingDate, ValidityPeriod, EffectiveDate)."	DateTime
Class	LoanAccount	""	""	"A bank account upon which the financial position of loan account agreement is managed. . "	""
Attribute	LoanAccount	""	LoanOutstandingAmount	"The amount of a loan that has been disbursed but has not been repaid yet"	String
Class	LoanAccount	Account	""	"A measuring state on which movements in value or amounts of assets, rights and obligations are registered.. . Comment: . It is a bookkeeping instrument holding the amount or value of something by registering the movements in plus and min when events happen which have an impact on the position.. The term "account" is usually associated to an accounting or bookkeeping concept to hold the financial or stock state of a business concept. An account will typically group the debit and credit entries for a specific aspect of the business resulting from transactions,. Often accounts are represented as a T-account which is a visual aid used to depict an account. Above the top portion of the T would be the account title. On the left-side of the base of the T would be any debit amounts; on the right-side would be the credit amounts.. A commonly used bookkeeping method is the double-entry method. This means that every transaction has at least 2 movements. If a customer pays 100 € in cash, there is. a decrease in the amount that the customer owes to the company (the customer position is decreased). an increase in the amount that the company has in cash (the cash position is increased). . An account can be assigning to one or more ledgers. A ledger is a group of accounts for a certain purpose. If there is need for multiple ledgers because of multiple purpose, an account can perfectly well assigned to multiple ledgers. When Ledgers are in real physical books, this is not possible. When ledgers are digital, accounts can be grouped into multiple groups at the same time. This practice is very rarely taught into courses for accounting, but in digital accounting, it is common practice.. . Examples: . stock account of a shop, cash register, bank account, financial accounting account, customer account, supplier account, .... Bank Account BE12 1234 5678 9012: is an individual banking account. Accounts Payable, is a collective account keeping the balance of the amounts to pay by the organisation to its suppliers. The balance is the result of the financial movements related to suppliers. This account is managed usually in a General Ledger . Supplier Account X, is an individual account keeping the balance of the amounts to pay by the organisation to an individual supplier. The balance is the result of the financial movements related to an individual supplier. This account is managed usually in a sub-ledger.. Stock Account x, is an individual account keeping the balance of the amounts in stock of a specific good.. A payment service to take fund out of an account. "	""
Class	LoanArrangement	""	""	"An arrangement defining the applicable features for a loan account agreement. . "	""
Attribute	LoanArrangement	""	LoanOriginationDate	""	Date
Attribute	LoanArrangement	""	LoanMaturityDate	""	Date
Attribute	LoanArrangement	""	LoanEndDate	"The date on which the loan arrangement is agreed to come to the end "	Date
Attribute	LoanArrangement	""	LoanAmount	""	Amount
Class	LoanArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	Account	""	""	"A measuring state on which movements in value or amounts of assets, rights and obligations are registered.. . Comment: . It is a bookkeeping instrument holding the amount or value of something by registering the movements in plus and min when events happen which have an impact on the position.. The term "account" is usually associated to an accounting or bookkeeping concept to hold the financial or stock state of a business concept. An account will typically group the debit and credit entries for a specific aspect of the business resulting from transactions,. Often accounts are represented as a T-account which is a visual aid used to depict an account. Above the top portion of the T would be the account title. On the left-side of the base of the T would be any debit amounts; on the right-side would be the credit amounts.. A commonly used bookkeeping method is the double-entry method. This means that every transaction has at least 2 movements. If a customer pays 100 € in cash, there is. a decrease in the amount that the customer owes to the company (the customer position is decreased). an increase in the amount that the company has in cash (the cash position is increased). . An account can be assigning to one or more ledgers. A ledger is a group of accounts for a certain purpose. If there is need for multiple ledgers because of multiple purpose, an account can perfectly well assigned to multiple ledgers. When Ledgers are in real physical books, this is not possible. When ledgers are digital, accounts can be grouped into multiple groups at the same time. This practice is very rarely taught into courses for accounting, but in digital accounting, it is common practice.. . Examples: . stock account of a shop, cash register, bank account, financial accounting account, customer account, supplier account, .... Bank Account BE12 1234 5678 9012: is an individual banking account. Accounts Payable, is a collective account keeping the balance of the amounts to pay by the organisation to its suppliers. The balance is the result of the financial movements related to suppliers. This account is managed usually in a General Ledger . Supplier Account X, is an individual account keeping the balance of the amounts to pay by the organisation to an individual supplier. The balance is the result of the financial movements related to an individual supplier. This account is managed usually in a sub-ledger.. Stock Account x, is an individual account keeping the balance of the amounts in stock of a specific good.. A payment service to take fund out of an account. "	""
Attribute	Account	""	AccountStatus	"A characteristic of account which refers to the LifecycleStatus of account like opened, closed, blocked, etc."	String
Attribute	Account	""	AccountIdentification	"The identifier of account like Account Number."	AccountIdentification
Attribute	Account	""	AccountDate	"A characteristic of account which refers to LifecycleDate of account (e.g., ClosingDate, OpeningDate, LiveDate, etc.) "	AccountDate
Attribute	Account	""	AccountType	"Specifies the category of account like payment account, loan account, cash account, securities account, etc. "	AccountType
Attribute	Account	""	AccountPurpose	""	Text
Attribute	Account	""	AccountBalance	"The state of the obligations managed on the account, the result of all entries on the account.. . Numerical representation of the net increases and decreases in an account at a specific point in time. (ISO20022). . Banking: Amount available in an account for withdrawal or use.. Read more: http://www.businessdictionary.com/definition/balance.html. . Bookkeeping: Difference between the debit and credit sides of an account.. Read more: http://www.businessdictionary.com/definition/balance.html"	AccountBalance
Attribute	Account	""	AccountCurrency	""	AccountCurrency
Attribute	Account	""	AccountDescription	"A detailed explanation or commentary of account. . "	Text
Class	Account	Log	""	"A record of events/entries.. "	""
Class	CustomerRelationship	""	""	"A specific relationship between a specific Bank (= party acting as a supplier of banking services) and one or more other involved parties acting as (potential) consumers of banking services as agreed in one or more banking product or service offerings and/or agreements."	""
Class	CustomerRelationship	BankingRelationship	""	"A specific Relationship (= an instance of a Relationship Class) between a specific party acting as the Bank and one or more other specific involved Parties.. A Relationship is a logical unit of collaboration between two or more involved Parties."	""
Class	CustomerRelationship	PartyRelationship	""	"A relationship between two or more parties; the parties involved are specified in terms of the roles they play in the relationship.. . A Party Relationship is a connection between an instance of a Party and two or more instances of associated objects in the relationship."	""
Class	LoanProduct	""	""	"A Loan Product is a Product offered by a lender (financial institution) to the market, into which money can be borrowed under specific terms and conditions."	""
Attribute	LoanProduct	""	LoanAmount	"A desired Amount of loan. "	Amount
Attribute	LoanProduct	""	LoanPurpose	"Purpose of loan."	Text
Attribute	LoanProduct	""	LoanProductIdentifier	"Identifier of loan product."	Identifier
Attribute	LoanProduct	""	LoanProductType	""	LoanProductTypeValues
Class	LoanProduct	BankingProduct	""	"A package of services and goods, accompanied by term and condition which is offered as a whole to (internal or external) customers."	""
Class	LoanProduct	Loan	""	"A type of credit vehicle in which a sum of money is lent to another party in exchange for future repayment of the value or principal amount.. https://www.investopedia.com/terms/l/loan.asp. . Loan vs Bond:. . Loan is a debt instrument where the lender is a financial institution and where the debt is not traded on the market. Bond is a debt that is traded on the bond market, the lender is not necessarily a financial institution , but one or more investors (a kind of crowd funding). "	""
Class	CustomerAgreement	""	""	"An agreement between a bank and its customer. "	""
Class	CustomerAgreement	Agreement	""	"A formal or informal common understanding between two or more (legal competent) parties concerning one or more subject matters expressed in a set of arrangements, terms and conditions. (adapted from Legal System and FIBO) "	""
Class	CustomerRating	""	""	"Rating of the Customer or Customer Relationship for value, credit, risk and etc. "	""
Attribute	CustomerRating	""	CustomerRatingType	"A Classification Hierarchy that distinguishes between Customer Ratings according to the aspect concerned with. . Example values are: Customer Credit Risk, Customer Profitability, Customer Loyalty etc. "	CustomerRatingTypeValues
Attribute	CustomerRating	""	CustomerRatingValue	""	String
Attribute	CustomerRating	""	CustomerRatingDescription	""	String
Attribute	CustomerRating	""	CustomerRatingValueDate	""	String
Attribute	CustomerRating	""	CustomerRatingValidityPeriod	""	String
Class	CustomerRating	CreditPositionMeasurement	""	""	""
Class	Session	""	""	"The operation of a system -- typically an automated system -- for a bounded period of time.. . Semi-permanent container of state for an information exchange with a system.. . Time-bounded, temporal unit of context and continuity, identifying a unit of work.. "	""
Attribute	Session	""	SessionDuration	"The time the session was active"	Duration
Attribute	Session	""	SessionDateTime	"Key dates and times for the session"	DateTime
Attribute	Session	""	SessionStatus	""	Status
Attribute	Session	""	SessionType	"Specifies the classification of session like Customer Contact Session, Channel Operating Session, Device Operating Session, etc."	SessionType
Attribute	Session	""	SessionScheduel	""	Schedule
Class	CustomerContact	""	""	"An (structured) interaction between a customer and a financial institution.. "	""
Attribute	CustomerContact	""	ContactType	""	String
Attribute	CustomerContact	""	ContactDateTIme	"The start and end date times for the contact"	String
Attribute	CustomerContact	""	ContactLocation	""	String
Attribute	CustomerContact	""	ContactSchedule	"The schedule of past and planned customer contacts"	String
Attribute	CustomerContact	""	ContactResult	"The interpreted result of the contact (e.g. completed, customer terminated, timed-out)"	String
Attribute	CustomerContact	""	ContactPurpose	"The reason and or purpose for the contact (e.g. review, issue, product sales, advice, customer enquiry)"	String
Attribute	CustomerContact	""	ContactDevice	""	String
Attribute	CustomerContact	""	ContactIndicator	"Indicates whether this is an inbound or outbound contact (inbound is customer initiated, outbound is servicing resource initiated)."	String
Attribute	CustomerContact	""	ContactContent	""	String
Class	CustomerContact	CustomerEvent	""	"Event related to a specific Customer or Customer Relationship. "	""
Class	CustomerDialogueSession	""	""	"A session for managing dialogues with a customer in an active contact. "	""
Attribute	CustomerDialogueSession	""	CustomerContactReference	"Reference to the customer Contact the ContactDialogueSession is part of"	String
Attribute	CustomerDialogueSession	""	SessionDialogueContent	"Payload of the exchange."	String
Class	CustomerDialogueSession	Session	""	"The operation of a system -- typically an automated system -- for a bounded period of time.. . Semi-permanent container of state for an information exchange with a system.. . Time-bounded, temporal unit of context and continuity, identifying a unit of work.. "	""
Class	System	""	""	"Set of integrated applications that provides centralised services such as clearing, netting, reconciliation, trading and/or settlement. (ISO20022)"	""
Attribute	System	""	SystemAccessSchedule	"The time schedule that system services are available for use."	String
Attribute	System	""	SystemType	""	String
Class	Device	""	""	"An item created to serve a particular need, such as a credit card, a smart phone, an electronic signature, an electronic key, etc."	""
Attribute	Device	""	DeviceIdentification	""	String
Attribute	Device	""	DeviceType	"Reference to the device type of the device. . A device has the characteristics of the device type it belongs to possibly specified. e.g. a device of the type "cheque book" will have cheques. The device specifies how many and what the number range is.. e.g. an electronic banking app consists of software modules, the device specifies what version . . "	String
Attribute	Device	""	DeviceProperty	"Property of a device relevant for its use.. . A device has the characteristics of the device type it belongs to,possibly specified. e.g. . a device of the type "cheque book" will have cheques. The device specifies how many and what the number range is.. e.g. an electronic banking app consists of software modules, the device specifies what version . "	String
Attribute	Device	""	DeviceElement	"An element of the device that can be used independently and is individually identified. . e.g. a cheque in a chequebook"	String
Attribute	Device	""	DeviceStatus	"The life cycle stage of a device. . e.g. active, defect"	String
Attribute	Device	""	DeviceVersion	""	String
Attribute	Device	""	DeviceDateTime	""	String
Attribute	Device	""	DeviceDescription	""	String
Class	PartyRole	""	""	"A specific role of a specific Party in the specific relationship.  "	""
Attribute	PartyRole	""	PartyRoleType	""	String
Attribute	PartyRole	""	PartyRoleName	""	String
Attribute	PartyRole	""	PartyRoleValidityPeriod	""	String
Attribute	PartyRole	""	PartyInvolvementType	""	String
Class	Function	""	""	"A kind of action.. . Functions as Behaviour Qualifier: The collection of operational services/functions offered by the operational facility."	""
Class	ContactInvolvement	""	""	"A specific role of a specific Party involved in the customer contact."	""
Attribute	ContactInvolvement	""	ContactInvolvementType	""	ContactInvolvementType
Class	ContactInvolvement	PartyRole	""	"A specific role of a specific Party in the specific relationship.  "	""
Class	ServicingEvent	""	""	"Event which is the result of fulfilling a servicing arrangement. "	""
Attribute	ServicingEvent	""	ServicingEventType	"The type of servicing event/activity e.g. self service, contact center assisted,  ATM access"	String
Class	ServicingEvent	Event	""	"Something that happens, has happened, can happen or is planned to happen."	""
Class	ServicingEvent	CustomerEvent	""	"Event related to a specific Customer or Customer Relationship. "	""
Class	ServicingEventLog	""	""	"A record of servicing events. "	""
Class	ServicingEventLog	Log	""	"A record of events/entries.. "	""
Class	Authentication	""	""	"An evaluation whether a party or system is what it claims to be.. . A security mechanism for verifying: 1) the identity of an individual or other entity (including verification by means of a computer or computer application); and 2) the level of authority of that person or entity (i.e. the ability of that person or entity to perform specific tasks or activities). (ECB)"	""
Attribute	Authentication	""	AuthenticationLevel	""	String
Attribute	Authentication	""	AuthenticationEntity	""	String
Attribute	Authentication	""	AuthenticationMethodType	""	String
Class	Authentication	Assessment	""	"the rating/certification derived as result of an applied test assessment of an entity using specific testing criteria"	""
Class	SessionDialogueLog	""	""	"A record of contact dialogue log entries."	""
Class	SessionDialogueLog	Log	""	"A record of events/entries.. "	""
Class	PointOfServiceSession	""	""	"The operation of a Point of Service for a bounded period of time.. A servicing session. . "	""
Class	PointOfServiceSession	Session	""	"The operation of a system -- typically an automated system -- for a bounded period of time.. . Semi-permanent container of state for an information exchange with a system.. . Time-bounded, temporal unit of context and continuity, identifying a unit of work.. "	""
Class	ChannelActivity	""	""	"Action of a customer using the channel in an active contact."	""
Class	ChannelActivity	Action	""	"An event related to the behaviour performed by an actor. . . Comment:. An actor can be a party or a machine. An action Includes various types of requests, orders and financial transactions. Includes responses where appropriate.. An action is an event which means that the concept describes the result of acting."	""
Class	PointOfService	""	""	"Point at which a service is offered and/or fulfilled. . "	""
Class	PointOfService	System	""	"Set of integrated applications that provides centralised services such as clearing, netting, reconciliation, trading and/or settlement. (ISO20022)"	""
Class	SessionDialogueLogEntry	""	""	"Posting a contact dialogue to the log"	""
Class	RoutingSelection	""	""	"A decision to identify the most suitable servicing position to route the contact"	""
Class	ChannelActivityLog	""	""	"A record of channel activities. "	""
Class	ChannelActivityLog	Log	""	"A record of events/entries.. "	""
Class	CustomerContactSystem	""	""	"A system for managing contact between a customer and a financial institution from beginning till finish."	""
Class	CustomerContactSystem	System	""	"Set of integrated applications that provides centralised services such as clearing, netting, reconciliation, trading and/or settlement. (ISO20022)"	""
Class	Party	""	""	"A party represents an autonomous entity in which a bank has a business interest. It has a legal definition and identity. A party is a Person, Organization, (a proposed definition for BIAN BOM adapted from BIAN Party Working Group) . . - Entity involved in an activity. (ISO20022)"	""
Attribute	Party	""	PartyName	"Name by which a party is known and which is usually used to identify that party. (ISO20022)"	Name
Attribute	Party	""	PartyType	"Specifies the type of party in different business contexts. (ISO20022)"	String
Attribute	Party	""	PartyDateTime	""	String
Attribute	Party	""	PartyIdentification	""	PartyIdentification
Class	CustomerContacSession	""	""	"A session involving contact between a customer and a financial institution."	""
Class	CustomerContacSession	Session	""	"The operation of a system -- typically an automated system -- for a bounded period of time.. . Semi-permanent container of state for an information exchange with a system.. . Time-bounded, temporal unit of context and continuity, identifying a unit of work.. "	""
Class	ProductTrainingProcedure	""	""	"A training procedure defined for a banking product"	""
Class	ProductTrainingProcedure	Procedure	""	"A step-by-step sequence of activities or course of action to perform a supporting office activity within the enterprise.. . A procedure is a series of steps, taken together, to achieve a desired result. . . Procedure as Generic Artifact: The performance of a supporting office activity within the enterprise (not product/service fulfillment specific)"	""
Class	BankingProduct	""	""	"A package of services and goods, accompanied by term and condition which is offered as a whole to (internal or external) customers."	""
Attribute	BankingProduct	""	ProductIdentification	"The identifier of product e.g. ISIN Code."	ProductIdentification
Attribute	BankingProduct	""	ProductType	"Specifies the category/type/class of product like financial product. Product can be categorized according to different perspectives.  "	BankingProductType
Attribute	BankingProduct	""	ProductLifecycleStatus	"Refers to the lifecycle of a product (e.g., initiated, announced, active, obsolete, withdrawn)."	ProductLifecycleStatus
Attribute	BankingProduct	""	ProductPriority	""	String
Attribute	BankingProduct	""	ProductDescription	"A detailed explanation or commentary of product."	String
Attribute	BankingProduct	""	ProductVersion	""	String
Class	BankingProduct	FinancialInstrument	""	"A contract that gives rise to a financial asset of one entity and a financial liability or equity instrument of another entity. (IFRS). https://www.iasplus.com/en/standards/ias/ias32#:~:text=Key%20definitions%20%5BIAS%2032.11%5D,equity%20instrument%20of%20another%20entity. . Financial instruments are financial contracts of different nature made between institutional units. These comprise the full range of financial claims and liabilities between institutional units, including contingent liabilities like guarantees, commitments, etc. (ISO 10962). "	""
Class	ProductTrainingWorkstep	""	""	"A workstep to be followed in the execution of a product training procedure. "	""
Attribute	ProductTrainingWorkstep	""	ProductTrainingWorkstepType	""	String
Class	ProductTrainingWorkstep	Workstep	""	"A course of action must be followed to execute the procedure. . . Worksteps as Behaviour Qualifier Type: The main worksteps to be followed in the execution of the procedure"	""
